Feature_Name,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Feature_Type_Code,Origin,
"Ventris C","Ventris C","Moon",47.71,-3.01,158.7,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris D","Ventris D","Moon",21.55,-3.56,160.19,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris M","Ventris M","Moon",17.47,-5.68,157.89,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris N","Ventris N","Moon",62.81,-6.81,157.59,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris R","Ventris R","Moon",13.58,-6.04,155.11,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Vera","Vera","Moon",2.27,26.33,316.29,AA,"Latin female name. ",
"Veralden","Veralden","Callisto",75.2,33.3,264.5,AA,"Saami god of fertility.",
"Verdandi Corona","Verdandi Corona","Venus",180,-5.5,65.2,CR,"Norse bestower of blessings.",
"Verde Vallis","Verde Vallis","Mars",133,-0.5,29.88,VA,"River in Arizona, USA.",
"Verdi","Verdi","Mercury",145,64.36,190.29,AA,"Giuseppe; Italian composer (1813-1901).",
"Veriko","Veriko","Venus",5.2,20.4,350.1,AA,"Georgian first name.",
"Verlaine","Verlaine","Mars",38.84,-9.22,64.12,AA,"Town in France.",
"Vernadskiy","Vernadskiy","Moon",91.97,23.11,130.43,AA,"Vladimir Ivanovich; Soviet mineralogist (1863-1945). ",
"Vernadskiy U","Vernadskiy U","Moon",34.71,23.79,126.5,SF,"Vladimir Ivanovich; Soviet mineralogist (1863-1945). ",
"Vernadskiy X","Vernadskiy X","Moon",58.57,25.82,129,SF,"Vladimir Ivanovich; Soviet mineralogist (1863-1945). ",
"Vernal","Vernal","Mars",55.51,5.9,355.55,AA,"Town in Utah, USA.",
"Verne","Verne","Moon",1.54,24.95,334.62,AA,"Latin male name.",
"Verona Rupes","Verona Rupes","Miranda",116,-18.3,347.8,RU,"Where Romeo and Juliet lived.",
"Veronica","Veronica","Venus",17.9,-38.1,124.6,AA,"First name from Latin.",
"Verpeja Tesserae","Verpeja Tesserae","Venus",600,-58,160,TE,"Lithuanian life thread goddess.",
"Vertregt","Vertregt","Moon",172.76,-19.3,171.12,AA,"Marinus; Dutch chemist (1897-1973).",
"Vertregt J","Vertregt J","Moon",15.82,-21.43,174.33,SF,"Marinus; Dutch chemist (1897-1973).",
"Vertregt K","Vertregt K","Moon",25.68,-20.03,172.04,SF,"Marinus; Dutch chemist (1897-1973).",
"Vertregt L","Vertregt L","Moon",37.24,-20.96,171.45,SF,"Marinus; Dutch chemist (1897-1973).",
"Vertregt P","Vertregt P","Moon",22.67,-23.41,169.18,SF,"Marinus; Dutch chemist (1897-1973).",
"Vertregt R","Vertregt R","Moon",22.05,-21.59,167.13,SF,"Marinus; Dutch chemist (1897-1973).",
"Very","Very","Moon",4.65,25.62,25.35,AA,"Frank Washington; American astronomer (1852-1927).",
"Very","Very","Mars",114.81,-49.17,182.97,AA,"Frank W.; American astronomer (1852-1927).",
"Vesalius","Vesalius","Moon",64.65,-3.23,114.79,AA,"Andreas; Belgian doctor (1514-1564).",
"Vesalius C","Vesalius C","Moon",20.54,-1.16,116.85,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesalius D","Vesalius D","Moon",51.47,-2.49,117.07,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesalius G","Vesalius G","Moon",12.87,-3.96,117.61,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesalius H","Vesalius H","Moon",37.95,-4.23,119.16,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesalius J","Vesalius J","Moon",23.59,-4.96,119.31,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesalius M","Vesalius M","Moon",30.36,-5.86,114.77,SF,"Andreas; Belgian doctor (1514-1564).",
"Vesna","Vesna","Venus",14.9,-60.3,220.5,AA,"Slavic first name.",
"Vesper Vallis","Vesper Vallis","Venus",610,-59.3,180,VA,"Latin name for evening Venus.",
"Vestalia Terra","Vestalia Terra","Vesta",335.56,-3.73,33.47,TA,"Roman festival of Vesta, held June 7-15.",
"Vesta Rupes","Vesta Rupes","Venus",788,58.3,323.9,RU,"Roman hearth goddess.",
"Vestine","Vestine","Moon",97.81,33.87,93.68,AA,"Ernest Harry; American geophysicist (1906-1968).",
"Vestine A","Vestine A","Moon",17.58,36.02,94.57,SF,"Ernest Harry; American geophysicist (1906-1968).",
"Vestine T","Vestine T","Moon",59.2,33.64,91.05,SF,"Ernest Harry; American geophysicist (1906-1968).",
"Vestri","Vestri","Callisto",77.3,45.3,307.5,AA,"Norse dwarf.",
"Vesuna Corona","Vesuna Corona","Venus",200,-65.5,275,CR,"Italian (Umbrian) vegetation goddess.",
"Veta","Veta","Venus",6.4,42.6,349.5,AA,"Romanian first name.",
"Vetchinkin","Vetchinkin","Moon",94.29,9.77,131.08,AA,"Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vetchinkin F","Vetchinkin F","Moon",30.79,9.54,134.14,SF,"Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vetchinkin K","Vetchinkin K","Moon",23.1,9.05,132.53,SF,"Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vetchinkin P","Vetchinkin P","Moon",14.98,7.07,130.57,SF,"Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vetchinkin Q","Vetchinkin Q","Moon",23.51,9.14,130.87,SF,"Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vetsorgo Dorsum","Vetsorgo Dorsum","Venus",700,-6.5,163,DO,"Mordovian/Erzya (Volga Finn) daughter of the supreme sky god Nishke.",
"Vettenia","Vettenia","Vesta",18.89,4.8,229.31,AA,"Roman vestal virgin (c. 200).",
"Viana","Viana","Mars",29.03,19.18,104.81,AA,"Town in Brazil.",
"Viardot Patera","Viardot Patera","Venus",55,-7,254.3,PE,"(Viardot-Garcia) Pauline; French singer and composer (1821-1910).",
"Vibert-Douglas Patera","Vibert Douglas Patera","Venus",45,-11.6,194.3,PE,"Allie; Canadian astronomer (1894-1988).",
"Vibidia","Vibidia","Vesta",7.1,-26.96,10.3,AA,"Roman vestal virgin (c. 48).",
"Vichada Valles","Vichada Valles","Mars",438.31,-19.87,88.13,VA,"River in Colombia.",
"Victa","Victa","Ceres",32,36.23,301.04,AA,"Roman goddess of food and nourishment.",
"Victoria","Victoria","Mars",0.88,-2.05,354.5,AA,"Town in the Republic of Seychelles.",
"Victoria Rupes","Victoria Rupes","Mercury",347,52.71,325.84,RU,"Spanish; Magellan's and Del Cano's ship, first voyage around the world.",
"Victory","Victory","Moon",0.51,20.22,30.67,LF,"Astronaut-named feature, Apollo 17 site.",
"Vidarr","Vidarr","Callisto",78,12.1,166.6,AA,"Norse god.",
"Vid Flumina","Vid Flumina","Titan",158,72.9,117.75,FM,"In Norse mythology, a broad river of the ice-cold poisonous Elivagar system.",
"Viedma Lacus","Viedma Lacus","Titan",42,72,234.3,LC,"Lake in Argentina.",
"Vieira da Silva","Vieira da Silva","Mercury",274,1.54,236.59,AA,"Maria Elena; Portuguese-born French painter (1908-1992).",
"Vienna Regio","Vienna Regio","Ida",13,8,2,RE,"Where Palisa discovered Ida.",
"Viento","Viento","Ida",1.6,12.2,343.9,AA,"Lava tube in Spain.",
"Vieta","Vieta","Moon",87.16,-29.31,303.47,AA,"Francois; French mathematician (1540-1603).",
"Vieta A","Vieta A","Moon",34.14,-30.35,300.53,SF,"Francois; French mathematician (1540-1603).",
"Vieta B","Vieta B","Moon",39.32,-30.49,299.67,SF,"Francois; French mathematician (1540-1603).",
"Vieta C","Vieta C","Moon",12.2,-28.68,301.44,SF,"Francois; French mathematician (1540-1603).",
"Vieta D","Vieta D","Moon",7.77,-27.84,305.7,SF,"Francois; French mathematician (1540-1603).",
"Vieta E","Vieta E","Moon",9.81,-26.95,301.75,SF,"Francois; French mathematician (1540-1603).",
"Vieta F","Vieta F","Moon",6.19,-26.79,302.13,SF,"Francois; French mathematician (1540-1603).",
"Vieta G","Vieta G","Moon",6.32,-29.37,302.88,SF,"Francois; French mathematician (1540-1603).",
"Vieta H","Vieta H","Moon",5.09,-29.1,303.61,SF,"Francois; French mathematician (1540-1603).",
"Vieta J","Vieta J","Moon",5.47,-28.89,303.94,SF,"Francois; French mathematician (1540-1603).",
"Vieta K","Vieta K","Moon",4.81,-28,304.85,SF,"Francois; French mathematician (1540-1603).",
"Vieta L","Vieta L","Moon",7.31,-29.5,299.58,SF,"Francois; French mathematician (1540-1603).",
"Vieta M","Vieta M","Moon",4.74,-29.79,299.2,SF,"Francois; French mathematician (1540-1603).",
"Vieta P","Vieta P","Moon",8.28,-27.52,301.95,SF,"Francois; French mathematician (1540-1603).",
"Vieta R","Vieta R","Moon",3.3,-26.52,302.39,SF,"Francois; French mathematician (1540-1603).",
"Vieta T","Vieta T","Moon",28.29,-32.39,302.07,SF,"Francois; French mathematician (1540-1603).",
"Vieta Y","Vieta Y","Moon",10.47,-30.57,304.04,SF,"Francois; French mathematician (1540-1603).",
"Vigée-Lebrun","Vigee Lebrun","Venus",57.8,17.3,141.4,AA,"Marie; French painter (1755-1842). Spelling changed from Vigier Lebrun.",
"Vik","Vik","Mars",22.32,-36.09,296.06,AA,"Town in Iceland.",
"Vilakh Tholus","Vilakh Tholus","Venus",15,-6.5,176.5,TH,"Lakian/Kazikumukhan (Daghestan) fire goddess.",
"Vil'ev","Vil ev","Moon",45.83,-5.76,144.39,AA,"Mikhail; Russian astronomer (1893-1919).",
"Vil'ev B","Vil ev B","Moon",12.3,-4.62,144.83,SF,"Mikhail; Russian astronomer (1893-1919).",
"Vil'ev J","Vil ev J","Moon",16.6,-6.56,145.39,SF,"Mikhail; Russian astronomer (1893-1919).",
"Vil'ev V","Vil ev V","Moon",41.46,-5.09,143.05,SF,"Mikhail; Russian astronomer (1893-1919).",
"Vili","Vili","Callisto",42,32.6,144.1,AA,"In Norse mythology, brother of the god Odin.",
"Villa-Lobos","Villa Lobos","Mercury",67,5.27,6.79,AA,"Heitor; Brazilian composer (1887-1959).",
"Villepreux-Power Patera","Villepreux Power Patera","Venus",100,-22,210,PE,"Jeannette; French marine biologist (1794-1871).",
"Vils","Vils","Mars",6.68,39.04,348.32,AA,"Town in Austria.",
"Vimur Sulci","Vimur Sulci","Triton",0,-11,59,SU,"Greatest of Elivagar rivers, a stream of ice.",
"Vinalia Faculae","Vinalia Faculae","Ceres",19,20.2,242,FA,"Roman wine festivals, celebrated twice a year: on April 23 when the new wine was tasted and August 19 when the new wine was opened for all.",
"Vincente","Vincente","Mercury",108,-56.75,217.04,AA,"Gil; Portuguese dramatist (c. 1465-1537).",
"Vinmara Planitia","Vinmara Planitia","Venus",1635,53.8,207.6,PL,"Swan maiden whom sea god Qat kept on Earth by hiding her wings (New Hebrides).",
"Vinogradov","Vinogradov","Mars",209.66,-19.83,322.26,AA,"Aleksander P.; Soviet geochemist (1895-1975).",
"Vinogradsky","Vinogradsky","Mars",66.26,-56.13,143.85,AA,"Sergei N.; Russian microbiologist (1856-1953).",
"Vinotonus","Vinotonus","Ceres",140,43.02,95.12,AA,"Celtic Briton god of vines.",
"Viola","Viola","Venus",10,-36.1,240.5,AA,"English first name.",
"Viracocha Patera","Viracocha Patera","Io",60.61,-61.75,79.93,PE,"Qechua sun god.",
"Vir-ava Chasma","Vir ava Chasma","Venus",1700,-16.5,124,CM,"Mordvinian forest mother.",
"Virchow","Virchow","Moon",18.83,9.88,83.77,AA,"Rudolph Ludwig Karl; German doctor, pathologist (1821-1902).",
"Vires-Akka Chasma","Vires Akka Chasma","Venus",742,75.6,341.6,CM,"Saami-Lapp forest goddess.",
"Virga","Virga","Venus",10.3,-26.9,7.7,AA,"Lithuanian first name.",
"Virgil Fossae","Virgil Fossae","Pluto",710,5.23,122.76,FO,"Italian; Dante’s guide through Hell and Purgatory in the Divine Comedy of Dante Alighieri (1265–1321).",
"Virginia","Virginia","Venus",18.5,-52.9,185.9,AA,"First name from Latin.",
"Virilis Tesserae","Virilis Tesserae","Venus",782,56.1,239.7,TE,"One of the names of Fortuna, Roman goddess of chance.",
"Viriplaca Planum","Viriplaca Planum","Venus",1200,-20,112,PM,"Roman goddess of matrimonial love and happiness.",
"Virrat","Virrat","Mars",50.67,-30.73,257.12,AA,"Town in Finland.",
"Virtanen","Virtanen","Moon",39.65,15.64,176.74,AA,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtanen B","Virtanen B","Moon",27.3,17.83,177.9,SF,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtanen C","Virtanen C","Moon",19.68,17.28,178.2,SF,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtanen F","Virtanen F","Moon",11.6,15.79,177.32,SF,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtanen J","Virtanen J","Moon",19.86,14.03,178.06,SF,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtanen Z","Virtanen Z","Moon",34.11,16.75,176.66,SF,"Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Virtus Linea","Virtus Linea","Venus",500,12,21,LI,"Roman war goddess.",
"Virve","Virve","Venus",18,-5.1,346.9,AA,"Estonian first name.",
"Vis Facula","Vis Facula","Titan",215,7,221.6,FA,"Croatian island.",
"Vishera Vallis","Vishera Vallis","Venus",300,-33.1,161.6,VA,"Komi-Permyakan (Ural Finn) girl who turned into a river with the same name.",
"Vishniac","Vishniac","Mars",80.47,-76.52,84.12,AA,"Wolf V.; American microbiologist (1922-1974).",
"Vistula Valles","Vistula Valles","Mars",193,13.41,308.03,VA,"Classical name for modern Wistla River in Poland.",
"Vitello","Vitello","Moon",42.51,-30.42,322.45,AA,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello A","Vitello A","Moon",23.1,-34.11,318.03,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello B","Vitello B","Moon",10.93,-31.17,324.55,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello C","Vitello C","Moon",16.5,-32.43,317.42,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello D","Vitello D","Moon",16.88,-33.17,318.94,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello E","Vitello E","Moon",7.34,-29.18,324.18,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello G","Vitello G","Moon",9.48,-32.2,322.33,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello H","Vitello H","Moon",11.63,-32.8,316.87,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello K","Vitello K","Moon",12.89,-31.8,322.37,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello L","Vitello L","Moon",6.16,-31.63,324.68,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello M","Vitello M","Moon",6.18,-32.39,323.98,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello N","Vitello N","Moon",4.76,-32.12,323.91,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello P","Vitello P","Moon",8.26,-31.2,321.57,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello R","Vitello R","Moon",3.19,-32.95,322.94,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello S","Vitello S","Moon",5.81,-30.84,324.77,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello T","Vitello T","Moon",8.98,-33.81,320.24,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitello X","Vitello X","Moon",7.31,-32.22,319.32,SF,"Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitr","Vitr","Callisto",72.8,-22.1,10.6,AA,"Norse dwarf.",
"Vitruvius","Vitruvius","Moon",30.94,17.66,31.28,AA,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius B","Vitruvius B","Moon",17.82,16.37,32.96,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius G","Vitruvius G","Moon",4.99,13.89,34.61,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius H","Vitruvius H","Moon",22.36,16.36,33.8,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius L","Vitruvius L","Moon",5.58,18.94,30.68,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius M","Vitruvius M","Moon",3.66,16.13,31.51,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitruvius T","Vitruvius T","Moon",13.95,17.06,33.24,SF,"Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitya","Vitya","Moon",0.13,38.27,324.97,AA,"Latin male name Victor in Russian diminutive form (Lunokhod-1 landing site feature).",
"Vivaldi","Vivaldi","Mercury",213,13.76,274.08,AA,"Antonio; Italian composer (1678-1741).",
"Vivasvant Patera","Vivasvant Patera","Io",98.67,75.59,66.48,PE,"Hindu god of the morning sun.",
"Vivero","Vivero","Mars",27.13,48.97,118.83,AA,"Town in Spain.",
"Viviane Macula","Viviane Macula","Triton",0,-31,36.5,MA,"Amour of Merlin (Welsh).",
"Viviani","Viviani","Moon",26.94,5.16,117.15,AA,"Vincenzo; Italian physicist, mathematician (1622-1703).",
"Viviani N","Viviani N","Moon",15.29,3.49,116.5,SF,"Vincenzo; Italian physicist, mathematician (1622-1703).",
"Viviani P","Viviani P","Moon",12.86,4.14,116.48,SF,"Vincenzo; Italian physicist, mathematician (1622-1703).",
"Vlacq","Vlacq","Moon",89.21,-53.39,38.69,AA,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq A","Vlacq A","Moon",16.56,-51.28,39.01,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq B","Vlacq B","Moon",17.19,-51.15,39.76,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq C","Vlacq C","Moon",18.89,-50.45,39.41,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq D","Vlacq D","Moon",31.93,-48.73,36.17,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq E","Vlacq E","Moon",10.44,-52.09,36.15,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq G","Vlacq G","Moon",27.11,-55,38.01,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq H","Vlacq H","Moon",11.07,-47.95,34.88,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlacq K","Vlacq K","Moon",11.49,-51.29,36.66,SF,"Adriaan; Dutch mathematician (c. 1600-1667).",
"Vlaminck","Vlaminck","Mercury",82,28.48,346.49,AA,"Maurice de; French painter (1876-1958).",
"Vlasta","Vlasta","Venus",10.7,28.4,250.1,AA,"Czech first name.",
"Vodyanoy","Vodyanoy","Triton",0,-17,28.5,AA,"Slavic water spirit.",
"Voeykov","Voeykov","Mars",75.45,-32.11,283.86,AA,"A. I.; Russian climatologist and geographer (1842-1916).",
"Vogel","Vogel","Moon",26.3,-15.11,5.83,AA,"Hermann Carl; German astronomer (1841-1907).",
"Vogel","Vogel","Mars",120.69,-36.77,346.72,AA,"Hermann Carl; German astronomer (1841-1907).",
"Vogel A","Vogel A","Moon",8.85,-14.06,5.57,SF,"Hermann Carl; German astronomer (1841-1907).",
"Vogel B","Vogel B","Moon",21.74,-14.42,5.69,SF,"Hermann Carl; German astronomer (1841-1907).",
"Vogel C","Vogel C","Moon",8.57,-14.08,5.3,SF,"Hermann Carl; German astronomer (1841-1907).",
"Volcens","Volcens","Dione",74,-13.84,91.49,AA,"A Latin, leader of cavalry sent as reinforcements to Turnus.",
"Volgograd","Volgograd","Mars",1.59,48.1,135.03,AA,"Soviet launch site.",
"Volkov","Volkov","Moon",40.84,-13.62,131.67,AA,"Vladislav Nikolayevich; Soviet engineer, cosmonaut (1935-1971).",
"Volkova","Volkova","Venus",47.5,75.2,242.2,AA,"Anna; Russian chemist (1800-1876).",
"Volkov F","Volkov F","Moon",9.94,-13.47,134.03,SF,"Vladislav Nikolayevich; Soviet engineer, cosmonaut (1935-1971).",
"Volkov J","Volkov J","Moon",30.52,-14.43,132.34,SF,"Vladislav Nikolayevich; Soviet engineer, cosmonaut (1935-1971).",
"Vol'sk","Vol sk","Mars",8.46,23,308.76,AA,"Town in Russia.",
"Volta","Volta","Moon",117.15,53.9,275.23,AA,"Count Allessandro Guiseppe Antonio Anastasio; Italian physicist (1745-1827).",
"Volta B","Volta B","Moon",8.28,54.53,276.47,SF,"Count Allessandro Guiseppe Antonio Anastasio; Italian physicist (1745-1827).",
"Volta D","Volta D","Moon",19.53,52.49,276.91,SF,"Count Allessandro Guiseppe Antonio Anastasio; Italian physicist (1745-1827).",
"Voltaire","Voltaire","Deimos",1.9,22,356.5,AA,"Francios-Marie Arouet; French writer (1694-1778).",
"Volterra","Volterra","Moon",55.1,56.55,131.64,AA,"Vito; Italian mathematician, physicist (1860-1940).",
"Volterra R","Volterra R","Moon",32.6,55.96,128.91,SF,"Vito; Italian mathematician, physicist (1860-1940).",
"Volund","Volund","Io",427.26,29.33,188.25,ER,"Germanic supreme smith of the gods.",
"Volyana","Volyana","Venus",5.3,60.6,359.9,AA,"Gypsy first name.",
"von Baeyer","von Baeyer","Moon",13.46,-81.8,61.87,AA,"Adolf Johann Friedrich Wilhelm; German chemist, Nobel Prize winner 1905 (1835-1917).",
"von Behring","von Behring","Moon",37.65,-7.75,71.72,AA,"Emil Adolf; German bacteriologist; Nobel laureate (1854-1917).",
"von Békésy","von Bekesy","Moon",96.25,51.92,126.73,AA,"Georg; Hungarian otological physicist; Nobel laureate (1899-1972).",
"von Békésy F","von Bekesy F","Moon",19.16,52.8,137.04,SF,"Georg; Hungarian otological physicist; Nobel laureate (1899-1972).",
